x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,PSF,compactness,z1,z2,p1,p2
3.643042802810669,5.405666828155518,12.962550163269043,10.132946014404297,9.350651741027832,22.630434036254883,5.3873291015625,22.42784881591797,9.280985832214355,37.35763931274414,4.181588172912598,38.350528717041016,21.60041618347168,6.920968532562256,24.166284561157227,7.523392200469971,16.06622886657715,24.383028030395508,32.53660583496094,18.751708984375,27.834285736083984,29.938213348388672,15.762626647949219,47.027069091796875,41.537315368652344,-0.8351048827171326,31.8184871673584,16.455867767333984,39.835296630859375,19.258100509643555,36.89069747924805,24.511028289794922,35.883609771728516,43.15467834472656,39.21076202392578,29.065349578857422,30.764320373535156,0.09961119294166565,0.0,0.0,0.0,0.0
4.931503772735596,5.398378372192383,11.31159496307373,10.364834785461426,8.981249809265137,22.93026351928711,5.817567825317383,21.915306091308594,9.16654109954834,37.588157653808594,4.5262556076049805,37.65610885620117,22.4739933013916,6.287813663482666,22.888248443603516,8.691064834594727,16.885766983032227,23.329368591308594,31.465911865234375,20.416351318359375,26.95003318786621,30.89712142944336,16.818317413330078,46.32725524902344,40.45726013183594,0.5914717316627502,33.20770263671875,14.702402114868164,39.25389099121094,19.75275421142578,37.25434875488281,24.16124153137207,34.88818359375,42.579593658447266,40.58384323120117,30.051380157470703,29.5054874420166,0.14811497926712036,0.0,0.1111111111111111,0.0,0.0
6.2099809646606445,5.623215198516846,9.792262077331543,10.276434898376465,8.793123245239258,23.275197982788086,5.952936172485352,21.47849464416504,8.88530158996582,37.70780563354492,5.107449054718018,37.05995559692383,23.263500213623047,5.828249454498291,21.700023651123047,9.738482475280762,17.798070907592773,22.45209312438965,30.291236877441406,21.974029541015625,25.97010040283203,31.863821029663086,18.0142822265625,45.68239974975586,39.45832061767578,2.1674118041992188,34.53398513793945,12.983338356018066,38.80442428588867,20.259227752685547,37.37702941894531,23.754531860351562,34.03374481201172,41.935428619384766,41.68572235107422,31.20160675048828,28.687376022338867,0.16440212726593018,0.0,0.2222222222222222,0.0,0.0
7.488457679748535,5.848051071166992,8.272928237915039,10.188035011291504,8.604995727539062,23.620134353637695,6.08830451965332,21.04168128967285,8.604063034057617,37.827457427978516,5.6886420249938965,36.463802337646484,24.05300521850586,5.368684768676758,20.511796951293945,10.78590202331543,18.71037483215332,21.574817657470703,29.11656379699707,23.531707763671875,24.99016761779785,32.83052062988281,19.210248947143555,45.03754806518555,38.45938491821289,3.743350028991699,35.86026382446289,11.264276504516602,38.35495376586914,20.765701293945312,37.49970626831055,23.347822189331055,33.17930603027344,41.291263580322266,42.78760528564453,32.35183334350586,28.059879302978516,0.18355683982372284,0.0,0.3333333333333333,0.0,0.0
8.766935348510742,6.072887420654297,6.753595352172852,10.099635124206543,8.416868209838867,23.965070724487305,6.223672866821289,20.604867935180664,8.322823524475098,37.947105407714844,6.269835472106934,35.86764907836914,24.842510223388672,4.909120082855225,19.323570251464844,11.833319664001465,19.622678756713867,20.697542190551758,27.9418888092041,25.089385986328125,24.010234832763672,33.797218322753906,20.406213760375977,44.39269256591797,37.46044921875,5.319289684295654,37.186546325683594,9.54521369934082,37.905487060546875,21.272174835205078,37.62238693237305,22.941112518310547,32.32487106323242,40.647098541259766,43.88948440551758,33.50205993652344,27.604280471801758,0.09990942478179932,0.0,0.4444444444444444,0.0,0.0
10.045412063598633,6.29772424697876,5.234261989593506,10.011235237121582,8.228740692138672,24.31000518798828,6.3590407371521,20.16805648803711,8.041584968566895,38.06675338745117,6.851028919219971,35.2714958190918,25.632017135620117,4.44955587387085,18.135343551635742,12.880738258361816,20.534982681274414,19.820268630981445,26.767215728759766,26.647064208984375,23.030302047729492,34.763919830322266,21.60218048095703,43.747840881347656,36.46151351928711,6.895228862762451,38.51282501220703,7.826150417327881,37.456016540527344,21.778650283813477,37.74506759643555,22.534404754638672,31.47043228149414,40.002933502197266,44.991363525390625,34.65228271484375,27.40511703491211,-0.034471482038497925,0.0,0.5555555555555556,0.0,0.0
11.152637481689453,6.638967514038086,3.993410110473633,9.719526290893555,7.996005058288574,24.650684356689453,6.727352619171143,19.737958908081055,7.70259952545166,38.192955017089844,7.352190017700195,34.60379409790039,26.443212509155273,4.01381254196167,16.856889724731445,13.869058609008789,21.376174926757812,18.84507942199707,25.751943588256836,28.284120559692383,22.094579696655273,35.60356521606445,22.484987258911133,43.033607482910156,35.53253936767578,8.281852722167969,39.54805374145508,6.076696395874023,37.14939498901367,22.464635848999023,37.515769958496094,22.190452575683594,30.787525177001953,39.352054595947266,45.811824798583984,35.94261169433594,27.012035369873047,-0.003805846907198429,0.0,0.6666666666666666,0.0,0.0
12.031312942504883,6.820782661437988,2.701754331588745,9.688053131103516,7.580752372741699,25.22776985168457,7.716453552246094,19.720809936523438,7.530635356903076,38.38472366333008,7.730204105377197,33.76388168334961,27.276227951049805,3.6974565982818604,15.149308204650879,14.853918075561523,21.87940216064453,17.917749404907227,25.024808883666992,30.04326629638672,21.39335823059082,36.26841354370117,22.818105697631836,42.06657409667969,34.89394760131836,9.467500686645508,40.51780319213867,4.204573154449463,36.52423858642578,23.198213577270508,37.56220626831055,21.662601470947266,29.85930633544922,38.89190673828125,46.420936584472656,37.20920181274414,27.802715301513672,0.05621722340583801,0.0,0.7777777777777777,0.0,0.0
12.844709396362305,6.792109966278076,1.573222041130066,9.644149780273438,7.073040008544922,25.69399070739746,8.753426551818848,20.069435119628906,7.411757946014404,38.636531829833984,8.185259819030762,32.719295501708984,28.12215805053711,3.368565082550049,13.487008094787598,15.465378761291504,22.389493942260742,17.227745056152344,24.4604434967041,31.34831428527832,20.923450469970703,36.79547882080078,23.257471084594727,40.89912796020508,34.4326171875,10.569272994995117,41.71186447143555,2.404439687728882,35.965476989746094,23.873863220214844,37.75132369995117,21.06293487548828,28.812402725219727,38.60403060913086,46.9379997253418,38.259830474853516,27.900043487548828,0.12214061617851257,0.0,0.8888888888888888,0.0,0.0
13.557973861694336,6.475492000579834,1.0167263746261597,10.037041664123535,5.9900803565979,26.061927795410156,10.408185005187988,20.618650436401367,7.466601848602295,39.25874328613281,8.096006393432617,31.57370948791504,28.755468368530273,3.201005458831787,12.113075256347656,15.411084175109863,22.88234519958496,16.839834213256836,24.051368713378906,32.49055099487305,20.746206283569336,37.09857177734375,23.21099090576172,39.978153228759766,34.33381652832031,11.61788272857666,42.67148971557617,0.975323498249054,34.99851608276367,24.177709579467773,38.96781539916992,20.592424392700195,27.510934829711914,38.856727600097656,47.90610885620117,38.58033752441406,28.917465209960938,0.12408575415611267,0.0,1.0,0.0,0.0
